bbl,exemptions,registered_stabilized_apts,pluto_apts,estimated_gross_income,estimated_expenses
2040240014,421a (25 yr not cap,,3,,
2040250003,421a (25 yr not cap,,3,,
2040250004,421a (25 yr not cap,,3,,
2040260118,421a (25 yr not cap,,3,,
2040300027,421a (25 yr not cap,,3,,
2040300028,421a (25 yr not cap,,3,,
2040350131,421a (25 yr not cap,,3,,
2040360028,421a (25 yr not cap,,3,,
2040360029,421a (25 yr not cap,,3,,
2040500070,421a (25 yr not cap,,3,,
2040500071,421a (25 yr not cap,,3,,
2040520048,421a (25 yr not cap,,3,,
2040520049,421a (25 yr not cap,,3,,
2040530065,421a (25 yr not cap,,3,,
1022410010,421a (25 yr not cap,5,6,43200,
1022410011,421a (25 yr not cap,5,6,43200,
1022410013,421a (25 yr not cap,5,6,43200,
1022410106,421a (25 yr not cap,5,6,43200,
1022410110,421a (25 yr not cap,5,6,43200,
1022410111,421a (25 yr not cap,5,6,43200,
1022410113,421a (25 yr not cap,5,6,43200,
2023010005,421a (25 yr not cap,8,8,77600,
2023290092,421a (25 yr not cap,,8,49600,
2023290093,421a (25 yr not cap,,8,58271,
2023290162,421a (25 yr not cap,,4,68476,
2023290163,421a (25 yr not cap,,4,68476,
2023670020,421a (25 yr not cap,100,100,2.71244e+06,1.22189e+06
2023720041,421a (25 yr not cap,114,114,1.55006e+06,691390
2023730006,421a (25 yr not cap,100,100,1.21892e+06,665852
2023780034,421a (25 yr not cap,,63,907200,551279
2023790007,421a (25 yr not cap,165,165,2.7552e+06,1.684e+06
2023860144,421a (25 yr not cap,136,136,3.0192e+06,1.20768e+06
2023870032,421a (25 yr not cap,90,90,1.05207e+06,648893
2023890049,421a (25 yr not cap,12,12,131577,67782
2024180033,421a (25 yr not cap,167,167,2.07346e+06,1.15837e+06
2038680064,421a (25 yr not cap,,3,,
2038680067,421a (25 yr not cap,,3,,
2038680068,421a (25 yr not cap,,3,,
2038750039,421a (25 yr not cap,,3,,
2038750046,421a (25 yr not cap,,3,,
2038800121,421a (25 yr not cap,,3,,
2038800122,421a (25 yr not cap,,3,,
2038800123,421a (25 yr not cap,,3,,
2038800124,421a (25 yr not cap,,3,,
2038800126,421a (25 yr not cap,,3,,
2038970018,421a (25 yr not cap,,3,,
2039130141,421a (25 yr not cap,,3,,
2039150014,421a (25 yr not cap,,3,,
2039230003,421a (25 yr not cap,,3,,
2039230004,421a (25 yr not cap,,3,,
2039230018,421a (25 yr not cap,,3,,
2039230118,421a (25 yr not cap,,3,,
2039230119,421a (25 yr not cap,,3,,
2039230120,421a (25 yr not cap,,3,,
2024420034,421a (25 yr not cap,137,72,773207,448460
2039640014,421a (25 yr not cap,,3,,
2039640015,421a (25 yr not cap,,3,,
2040550044,421a (25 yr not cap,,3,,
2040550052,421a (25 yr not cap,,3,,
2040550152,421a (25 yr not cap,,3,,
2040590005,421a (25 yr not cap,,3,,
2040590037,421a (25 yr not cap,,3,,
2040590129,421a (25 yr not cap,,3,,
2040590132,421a (25 yr not cap,,3,,
2040610003,421a (25 yr not cap,,3,,
2040660023,421a (25 yr not cap,,3,,
2040670008,421a (25 yr not cap,,3,,
2040670009,421a (25 yr not cap,,3,,
2040670010,421a (25 yr not cap,,3,,
2040670011,421a (25 yr not cap,,3,,
2040910027,421a (25 yr not cap,,3,,
2040910028,421a (25 yr not cap,,3,,
2040910029,421a (25 yr not cap,,3,,
2040910030,421a (25 yr not cap,,3,,
2040960010,421a (25 yr not cap,,3,,
2040970011,421a (25 yr not cap,,3,,
2040970111,421a (25 yr not cap,,3,,
2041120017,421a (25 yr not cap,,3,,
2041120020,421a (25 yr not cap,,3,,
2041120021,421a (25 yr not cap,,3,,
2041270019,421a (25 yr not cap,,3,,
2041540017,421a (15 yr not cap),,3,,
2041540020,421a (15 yr not cap),,3,,
2041580045,421a (15 yr not cap),,3,,
2041580046,421a (15 yr not cap),,3,,
2044500112,421a (15 yr not cap),,3,,
2044500113,421a (15 yr not cap),,3,,
2044530027,421a (25 yr not cap,,3,,
2044550070,421a (25 yr not cap,,3,,
2044550071,421a (25 yr not cap,,3,,
2044630141,421a (25 yr not cap,,3,,
2044630146,421a (25 yr not cap,,3,,
2045120008,421a (25 yr not cap,,3,,
2045170023,421a (25 yr not cap,,3,,
2045170045,421a (25 yr not cap,,3,,
2045170146,421a (25 yr not cap,,3,,
2045170147,421a (25 yr not cap,,3,,
2045190053,421a (25 yr not cap,,3,,
2045190115,421a (25 yr not cap,,3,,
2045430139,421a (15 yr not cap),,3,,
2045430140,421a (15 yr not cap),,3,,
2045520040,421a (25 yr not cap,,3,,
2045520139,421a (25 yr not cap,,3,,
2045530042,421a (25 yr not cap,,3,,
2045530043,421a (25 yr not cap,,3,,
2045580040,421a (25 yr not cap,,3,,
2045580041,421a (25 yr not cap,,3,,
2045610026,421a (25 yr not cap,,3,,
2045950021,421a (15 yr not cap),,3,,
2045950022,421a (15 yr not cap),,3,,
2045950120,421a (15 yr not cap),,3,,
2045960051,421a (15 yr not cap),,3,,
2046040012,421a (15 yr not cap),,3,,
2046040014,421a (15 yr not cap),,3,,
2046110060,421a (15 yr not cap),,3,,
2046110156,421a (15 yr not cap),,3,,
2046110157,421a (15 yr not cap),,3,,
2046110158,421a (15 yr not cap),,3,,
2046110159,421a (15 yr not cap),,3,,
2046110160,421a (15 yr not cap),,3,,
2046150062,421a (25 yr not cap,,3,,
2046170045,421a (25 yr not cap,,4,,
2046280019,421a (15 yr not cap),,3,,
2046280020,421a (15 yr not cap),,3,,
2046470091,421a (15 yr not cap),,3,,
2046470092,421a (15 yr not cap),,3,,
2046470093,421a (15 yr not cap),,3,,
2046470094,421a (15 yr not cap),,3,,
2046470095,421a (15 yr not cap),,3,,
2046470096,421a (15 yr not cap),,3,,
2046490081,421a (15 yr not cap),,3,,
2046490082,421a (15 yr not cap),,3,,
2046490083,421a (15 yr not cap),,3,,
2023890054,421a (25 yr not cap,8,8,78322,
2024110139,421a (25 yr not cap,,6,100955,
2024230082,421a (25 yr not cap,,6,74234,
2024320088,421a (25 yr not cap,,9,64584,
2025240108,421a (15 yr not cap),,4,47435,
2041650112,421a (15 yr not cap),,3,,
2041920101,421a (15 yr not cap),,3,,
2041920103,421a (15 yr not cap),,3,,
2041930045,421a (15 yr not cap),,3,,
2042300057,421a (15 yr not cap),,3,,
2042340125,421a (15 yr not cap),,3,,
2042350018,421a (15 yr not cap),,3,,
2042350030,421a (15 yr not cap),,3,,
2042350032,421a (15 yr not cap),,3,,
2042370004,421a (15 yr not cap),,3,,
2042370005,421a (15 yr not cap),,3,,
2025680073,421a (25 yr not cap,,21,156230,138522
2042530082,421a (25 yr not cap,,0,,
2025800011,421a (25 yr not cap,77,110,21004,6302
2026070038,421a (25 yr not cap,60,60,439456,373485
2026070049,421a (25 yr not cap,46,46,1.55e+06,515710
2026140019,421a (25 yr not cap,44,44,482542,316475
2026400050,421a (25 yr not cap,124,124,995389,995389
2026430060,421a (25 yr not cap,58,58,425218,301886
2026640061,421a (25 yr not cap,120,120,2.13484e+06,908116
2044370049,421a (25 yr not cap,,3,,
2044370050,421a (25 yr not cap,,3,,
2044370148,421a (25 yr not cap,,3,,
2044410127,421a (25 yr not cap,,3,,
2026880035,421a (25 yr not cap,,63,1.35214e+06,736166
2044470036,421a (25 yr not cap,,3,,
2026890009,421a (25 yr not cap,25,25,443909,186820
2046510031,421a (15 yr not cap),,3,,
2046540059,421a (15 yr not cap),,3,,
2046540060,421a (15 yr not cap),,3,,
2046540158,421a (15 yr not cap),,3,,
2046540159,421a (15 yr not cap),,3,,
2046550034,421a (15 yr not cap),,3,,
2046550035,421a (15 yr not cap),,3,,
2046550036,421a (15 yr not cap),,3,,
2046550037,421a (15 yr not cap),,3,,
2046550038,421a (15 yr not cap),,3,,
2046560150,421a (15 yr not cap),,3,,
2046560151,421a (15 yr not cap),,3,,
2046610070,421a (15 yr not cap),,3,,
2046610071,421a (15 yr not cap),,3,,
2046610072,421a (15 yr not cap),,3,,
2046610073,421a (15 yr not cap),,3,,
2046610154,421a (15 yr not cap),,3,,
2046610155,421a (15 yr not cap),,3,,
2046610156,421a (15 yr not cap),,3,,
2046610157,421a (15 yr not cap),,3,,
2046610158,421a (15 yr not cap),,3,,
2046610159,421a (15 yr not cap),,3,,
2046650009,421a (15 yr not cap),,3,,
2046650010,421a (15 yr not cap),,3,,
2046650031,421a (15 yr not cap),,3,,
2046650131,421a (15 yr not cap),,3,,
2046650132,421a (15 yr not cap),,3,,
2046650173,421a (15 yr not cap),,3,,
2046650174,421a (15 yr not cap),,3,,
2046850162,421a (15 yr not cap),,3,,
2046870011,421a (15 yr not cap),,3,,
2046870012,421a (15 yr not cap),,3,,
2046910038,421a (15 yr not cap),,3,,
2046910039,421a (15 yr not cap),,3,,
2046910040,421a (15 yr not cap),,3,,
2046920151,421a (15 yr not cap),,3,,
2046920152,421a (15 yr not cap),,3,,
2046920153,421a (15 yr not cap),,3,,
2046990001,421a (15 yr not cap),,3,,
2047020027,421a (15 yr not cap),,3,,
2047020028,421a (15 yr not cap),,3,,
2047160118,421a (15 yr not cap),,3,,
2047230140,421a (15 yr not cap),,3,,
2047230141,421a (15 yr not cap),,3,,
2047230142,421a (15 yr not cap),,3,,
2047230143,421a (15 yr not cap),,3,,
2047230144,421a (15 yr not cap),,3,,
2047490031,421a (15 yr not cap),,3,,
2047490032,421a (15 yr not cap),,3,,
2047620160,421a (15 yr not cap),,3,,
2047620161,421a (15 yr not cap),,3,,
2048240054,421a (15 yr not cap),,3,,
2048250035,421a (15 yr not cap),,3,,
2048250087,421a (15 yr not cap),,3,,
2048260071,421a (15 yr not cap),,3,,
2048260073,421a (15 yr not cap),,3,,
2048260074,421a (15 yr not cap),,3,,
2048280015,421a (15 yr not cap),,3,,
2026070098,421a (25 yr not cap,,3,45333,
2026070099,421a (25 yr not cap,,3,45333,
2026270001,421a (25 yr not cap,,8,44025,
2026270058,421a (25 yr not cap,,8,50367,
2026760130,421a (25 yr not cap,8,8,117924,
2026760134,421a (25 yr not cap,8,8,90216,
2026760136,421a (25 yr not cap,8,8,117924,
2026980080,421a (25 yr not cap,,3,79240,
2026900081,421a (25 yr not cap,86,86,4909,1227
2026900134,421a (25 yr not cap,32,28,432000,212761
2026900173,421a (25 yr not cap,75,74,1.50696e+06,652320
2046650175,421a (15 yr not cap),,3,,
2027350042,421a (25 yr not cap,,5,6400,1600
2046710073,421a (15 yr not cap),,3,,
2046710075,421a (15 yr not cap),,3,,
2046730050,421a (15 yr not cap),,3,,
2046730051,421a (15 yr not cap),,3,,
2028020037,421a (25 yr not cap,27,27,748925,212213
2028090020,421a (25 yr not cap,29,29,497836,168122
2046770026,421a (15 yr not cap),,3,,
2046770039,421a (15 yr not cap),,3,,
2046770040,421a (15 yr not cap),,3,,
2046770041,421a (15 yr not cap),,3,,
2046770127,421a (15 yr not cap),,3,,
2046770128,421a (15 yr not cap),,3,,
2046780072,421a (15 yr not cap),,3,,
2046800018,421a (15 yr not cap),,3,,
2046810169,421a (15 yr not cap),,3,,
2046810170,421a (15 yr not cap),,3,,
2046820056,421a (15 yr not cap),,3,,
2046820057,421a (15 yr not cap),,3,,
2046830002,421a (15 yr not cap),,3,,
2046830003,421a (15 yr not cap),,3,,
2046850161,421a (15 yr not cap),,3,,
2048280016,421a (15 yr not cap),,3,,
2048280017,421a (15 yr not cap),,3,,
2048280018,421a (15 yr not cap),,3,,
2048310033,421a (15 yr not cap),,3,,
2048340172,421a (15 yr not cap),,3,,
2048340173,421a (15 yr not cap),,3,,
2048340174,421a (15 yr not cap),,3,,
2048340175,421a (15 yr not cap),,3,,
2048370079,421a (15 yr not cap),,3,,
2048400154,421a (15 yr not cap),,3,,
2048400155,421a (15 yr not cap),,2,,
2048400156,421a (15 yr not cap),,3,,
2048430050,421a (15 yr not cap),,3,,
2048430123,421a (15 yr not cap),,3,,
2048430150,421a (15 yr not cap),,3,,
2048430151,421a (15 yr not cap),,3,,
2048430152,421a (15 yr not cap),,3,,
2048430153,421a (15 yr not cap),,3,,
2048480010,421a (15 yr not cap),,3,,
2048480011,421a (15 yr not cap),,3,,
2048480012,421a (15 yr not cap),,3,,
2048490019,421a (15 yr not cap),,3,,
2048510140,421a (15 yr not cap),,3,,
2048510141,421a (15 yr not cap),,3,,
2048510142,421a (15 yr not cap),,3,,
2048530038,421a (15 yr not cap),,3,,
2048570077,421a (15 yr not cap),,3,,
2048570078,421a (15 yr not cap),,3,,
2048650169,421a (15 yr not cap),,3,,
2048650174,421a (15 yr not cap),,3,,
2048670061,421a (15 yr not cap),,3,,
2048670062,421a (15 yr not cap),,3,,
2048700040,421a (15 yr not cap),,3,,
2048700041,421a (15 yr not cap),,3,,
2048730112,421a (15 yr not cap),,3,,
2048730113,421a (15 yr not cap),,3,,
2048730114,421a (15 yr not cap),,3,,
2048800011,421a (25 yr not cap,,3,,
2048830125,421a (15 yr not cap),,3,,
2048830126,421a (15 yr not cap),,3,,
2048830227,421a (15 yr not cap),,3,,
2048920021,421a (15 yr not cap),,3,,
2048920022,421a (15 yr not cap),,3,,
2048920024,421a (15 yr not cap),,3,,
2049010017,421a (15 yr not cap),,3,,
2049010018,421a (15 yr not cap),,3,,
2049010020,421a (15 yr not cap),,3,,
2049030020,421a (15 yr not cap),,3,,
2049030021,421a (15 yr not cap),,3,,
2049210162,421a (15 yr not cap),,3,,
2049210163,421a (15 yr not cap),,3,,
2049210164,421a (15 yr not cap),,3,,
2049220135,421a (25 yr not cap,,3,,
2049220136,421a (25 yr not cap,,3,,
2049580012,421a (15 yr not cap),,3,,
2049680050,421a (15 yr not cap),,3,,
2049680052,421a (15 yr not cap),,3,,
2049820089,421a (15 yr not cap),,3,,
2049820090,421a (15 yr not cap),,3,,
2049820091,421a (15 yr not cap),,3,,
2049820092,421a (15 yr not cap),,3,,
2049950118,421a (15 yr not cap),,3,,
2049950119,421a (15 yr not cap),,3,,
2050060034,421a (15 yr not cap),,3,,
2050220126,421a (15 yr not cap),,3,,
2050220127,421a (15 yr not cap),,3,,
2050280015,421a (15 yr not cap),,3,,
2028140069,421a (25 yr not cap,114,114,1.41669e+06,690458
2028260034,421a (25 yr not cap,44,51,1.0608e+06,379440
2028760167,421a (25 yr not cap,,33,13650,1950
2049030022,421a (15 yr not cap),,3,,
2049210161,421a (15 yr not cap),,3,,
2050470012,421a (15 yr not cap),,3,,
2050580125,421a (15 yr not cap),,3,,
2050740001,421a (15 yr not cap),,3,,
2050740036,421a (15 yr not cap),,3,,
2050740136,421a (15 yr not cap),,3,,
2050740137,421a (15 yr not cap),,3,,
2050950114,421a (15 yr not cap),,3,,
2050990019,421a (15 yr not cap),,3,,
2050990064,421a (15 yr not cap),,3,,
2050990108,421a (15 yr not cap),,3,,
2051070058,421a (15 yr not cap),,3,,
2051110012,421a (15 yr not cap),,3,,
2052260118,421a (15 yr not cap),,3,,
2052260119,421a (15 yr not cap),,3,,
2052260120,421a (15 yr not cap),,3,,
2052260121,421a (15 yr not cap),,3,,
2052260122,421a (15 yr not cap),,3,,
2052260123,421a (15 yr not cap),,3,,
2052260124,421a (15 yr not cap),,3,,
2052260125,421a (15 yr not cap),,3,,
2052260135,421a (15 yr not cap),,3,,
2052270129,421a (15 yr not cap),,3,,
2052270130,421a (15 yr not cap),,3,,
2052270131,421a (15 yr not cap),,3,,
2052270132,421a (15 yr not cap),,3,,
2052270133,421a (15 yr not cap),,3,,
2052270134,421a (15 yr not cap),,3,,
2052270135,421a (15 yr not cap),,3,,
2052270136,421a (15 yr not cap),,3,,
2052270137,421a (15 yr not cap),,3,,
2052270138,421a (15 yr not cap),,3,,
2052270139,421a (15 yr not cap),,3,,
2052320020,421a (15 yr not cap),,3,,
2052320021,421a (15 yr not cap),,3,,
2052320022,421a (15 yr not cap),,3,,
2052630176,421a (15 yr not cap),,3,,
2052630177,421a (15 yr not cap),,3,,
2052630178,421a (15 yr not cap),,3,,
2052630179,421a (15 yr not cap),,3,,
2052630182,421a (15 yr not cap),,3,,
2052630183,421a (15 yr not cap),,3,,
2052630184,421a (15 yr not cap),,3,,
2052630185,421a (15 yr not cap),,3,,
2053070012,421a (15 yr not cap),,3,,
2053070013,421a (15 yr not cap),,3,,
2053120034,421a (15 yr not cap),,3,,
2053120058,421a (15 yr not cap),,3,,
2053120061,421a (15 yr not cap),,3,,
2053120158,421a (15 yr not cap),,3,,
2053120159,421a (15 yr not cap),,3,,
2053120160,421a (15 yr not cap),,3,,
2053390080,421a (15 yr not cap),,3,,
2053460003,421a (15 yr not cap),,3,,
2053460006,421a (15 yr not cap),,3,,
2053460009,421a (15 yr not cap),,3,,
2053480032,421a (15 yr not cap),,3,,
2053480033,421a (15 yr not cap),,3,,
2053500021,421a (15 yr not cap),,3,,
2053600017,421a (15 yr not cap),,3,,
2053850018,421a (15 yr not cap),,3,,
2053860026,421a (15 yr not cap),,3,,
2053860027,421a (15 yr not cap),,3,,
2053910145,421a (15 yr not cap),,3,,
2053910146,421a (15 yr not cap),,3,,
2054000146,421a (15 yr not cap),,3,,
2054020058,421a (15 yr not cap),,3,,
2054140246,421a (15 yr not cap),,3,,
2054140248,421a (15 yr not cap),,3,,
2054140249,421a (15 yr not cap),,3,,
2054140251,421a (15 yr not cap),,3,,
2054140252,421a (15 yr not cap),,3,,
2054140253,421a (15 yr not cap),,3,,
2054140254,421a (15 yr not cap),,3,,
2054140258,421a (15 yr not cap),,3,,
2054140263,421a (15 yr not cap),,3,,
2054140265,421a (15 yr not cap),,3,,
2054140267,421a (15 yr not cap),,3,,
2054200032,421a (15 yr not cap),,3,,
2054200132,421a (15 yr not cap),,3,,
2054370165,421a (15 yr not cap),,3,,
2054370166,421a (15 yr not cap),,3,,
2054370167,421a (15 yr not cap),,3,,
2054760041,421a (15 yr not cap),,3,,
2054760042,421a (15 yr not cap),,3,,
2054870070,421a (15 yr not cap),,3,,
2054870073,421a (15 yr not cap),,3,,
2054870074,421a (15 yr not cap),,3,,
2055180018,421a (15 yr not cap),,3,,
2055320067,421a (15 yr not cap),,3,,
2055620225,421a (15 yr not cap),,3,,
2055620226,421a (15 yr not cap),,3,,
2055920004,421a (15 yr not cap),,3,,
2055920005,421a (15 yr not cap),,3,,
2055920006,421a (15 yr not cap),,3,,
2055960073,421a (15 yr not cap),,3,,
2055960074,421a (15 yr not cap),,3,,
2055960075,421a (15 yr not cap),,3,,
2055960076,421a (15 yr not cap),,3,,
2055980038,421a (15 yr not cap),,3,,
2055980039,421a (15 yr not cap),,3,,
2056070143,421a (15 yr not cap),,3,,
2056070146,421a (15 yr not cap),,3,,
2056550137,421a (15 yr not cap),,3,,
2057670830,421a (25 yr not cap,,3,,
2057690125,421a (25 yr not cap,,3,,
2057830020,421a (15 yr not cap),,3,,
2057830220,421a (15 yr not cap),,3,,
2057830222,421a (15 yr not cap),,3,,
2057830224,421a (15 yr not cap),,3,,
3008660014,421a (25 yr not cap,,3,,
3008680055,421a (15 yr not cap),,5,,
2029480011,421a (25 yr not cap,8,8,112950,
2029400040,421a (25 yr not cap,18,18,180774,156556
2057830226,421a (15 yr not cap),,3,,
2029490025,421a (25 yr not cap,45,46,782000,332100
3000440014,421a (15 yr not cap),,3,,
2029540026,421a (25 yr not cap,,16,157811,82156
2029650051,421a (25 yr not cap,95,95,1.95647e+06,528506
2029650100,421a (25 yr not cap,103,103,1.95525e+06,1.00617e+06
2029750037,421a (25 yr not cap,124,123,2.52788e+06,796408
2029760007,421a (25 yr not cap,128,128,2.79575e+06,612193
3003410018,421a (25 yr not cap,,3,,
2029780175,421a (25 yr not cap,20,20,411705,234837
2029800028,421a (25 yr not cap,12,12,225000,93063
3003490017,421a (15 yr not cap),,3,,
3003630020,421a (25 yr not cap,,3,,
3003740051,421a (15 yr not cap),,3,,
2029910030,421a (25 yr not cap,76,76,904700,388700
2029920018,421a (25 yr not cap,,16,236300,102100
2029920073,421a (25 yr not cap,,16,236300,102100
3004030069,421a (15 yr not cap),,3,,
3004700018,421a (15 yr not cap),,3,,
3005300046,421a (25 yr not cap,,3,,
2030050007,421a (25 yr not cap,96,96,2.0493e+06,502077
2030240080,421a (25 yr not cap,130,130,1.00968e+06,475335
2030400003,421a (25 yr not cap,70,70,2.29795e+06,763831
2030500070,421a (25 yr not cap,89,89,681836,438266
3005870020,421a (25 yr not cap,,3,,
3005970001,421a (25 yr not cap,,4,,
2030610068,421a (25 yr not cap,88,88,2.93712e+06,431635
3005970018,421a (25 yr not cap,,4,,
2030650035,421a (25 yr not cap,8,8,62000,22000
2030660007,421a (25 yr not cap,,3,25775,3807
3007240038,421a (25 yr not cap,,4,,
3007500065,421a (15 yr not cap),,3,,
3007500066,421a (15 yr not cap),,3,,
3007560006,421a (15 yr not cap),,3,,
2030660038,421a (25 yr not cap,14,14,12827,1868
3007840021,421a (25 yr not cap,,3,,
3007860034,421a (25 yr not cap,,3,,
3007860035,421a (25 yr not cap,,2,,
3007860036,421a (25 yr not cap,,2,,
3007930058,421a (15 yr not cap),,3,,
3007930059,421a (15 yr not cap),,3,,
3007930060,421a (15 yr not cap),,3,,
3008100037,421a (15 yr not cap),,4,,
3008140026,421a (15 yr not cap),,3,,
2030690017,421a (25 yr not cap,74,74,1.7525e+06,701000
2030690050,421a (25 yr not cap,,3,8484,1212
3008500019,421a (25 yr not cap,,3,,
3008860063,421a (25 yr not cap,,4,,
3008860064,421a (25 yr not cap,,4,,
3008910037,421a (15 yr not cap),,4,,
3008910058,421a (25 yr not cap,,5,,
3008980009,421a (25 yr not cap,,3,,
3008980010,421a (25 yr not cap,,4,,
3008980011,421a (25 yr not cap,,4,,
3008980111,421a (25 yr not cap,,4,,
3008990043,421a (25 yr not cap,,3,,
3008990044,421a (25 yr not cap,,3,,
3008990143,421a (25 yr not cap,,3,,
3008990144,421a (25 yr not cap,,3,,
3009150041,421a (25 yr not cap,,3,,
3009150042,421a (25 yr not cap,,3,,
3009160069,421a (15 yr not cap),,3,,
3009160070,421a (15 yr not cap),,3,,
3009160071,421a (15 yr not cap),,3,,
3009160072,421a (15 yr not cap),,3,,
3009160073,421a (15 yr not cap),,3,,
2029490041,421a (25 yr not cap,,6,45600,
2029550043,421a (25 yr not cap,6,6,72930,
2029740023,421a (25 yr not cap,,8,60596,
2029790011,421a (25 yr not cap,,8,87833,
2030650031,421a (25 yr not cap,8,8,96000,
2030650032,421a (25 yr not cap,8,8,96000,
2030660035,421a (25 yr not cap,8,8,69872,
2030740030,421a (25 yr not cap,,7,142864,
2030750134,421a (25 yr not cap,8,8,89376,
2030750135,421a (25 yr not cap,8,8,89376,
2030750136,421a (25 yr not cap,8,8,89376,
2030750137,421a (25 yr not cap,8,8,89376,
2030750138,421a (25 yr not cap,8,8,89376,
2030760035,421a (25 yr not cap,,10,82400,
2030780066,421a (15 yr not cap),,8,72255,
2030780067,421a (15 yr not cap),,8,72255,
2030780068,421a (15 yr not cap),,8,72255,
2031040049,421a (25 yr not cap,,8,97732,
2031050027,421a (25 yr not cap,,8,120488,
2030710043,421a (25 yr not cap,21,21,426215,190099
2031080044,421a (25 yr not cap,90,90,1.4116e+06,535000
3010530066,421a (25 yr not cap,,0,,
2031180156,421a (25 yr not cap,36,36,599580,102262
2031260028,421a (25 yr not cap,,18,218500,106600
2031270026,421a (25 yr not cap,,30,337300,159200
2031300007,421a (25 yr not cap,,24,238000,111200
